AR_NUMBER,AR_PRIORITY,AR_SEVERITY,PRIORITY_SEVERITY,CONCAT_TEXT_FOR_WKS
397186,NCAQ,3,NCAQ:3,gbp hr work attire need clarification gbp hr paragraph state autights legging must wear dress skirt city short top extend beyond waist au recommend revise section clarify intent write sound legging tight require wear shirt extend beyond waist
393831,NCAQ,3,NCAQ:3,r performance improvement hu trend outage plan condition report initiate capture lesson learn outage preparation enhance program plan support outage activity future discuss performance improvement manager performance improvement program manager hu initiate cr assign ar perfimp actions complete additional ar initiate track planning action hu trend program r first action start august no additional action require receive pi manager approval closure
396772,NCAQ,3,NCAQ:3,ms sta could not complete working ms sta encounter water steam leakby cause strainer flange retightene stop steam retorque bolt temperature piping degree also ms sta temperature elevate not want go forward work ms sta complete aprox gallon hot water drain still dribble strainer replacement complete
398302,NCAQ,4,NCAQ:4,mte find tolerance calcode hytorc hydraulic torque wrench model avanti p find oot rejected reliability question future use not use calibration cycle def write no plant impact no action require
398082,CAQ,D,CAQ:D,one tsc satellite phone inoperable satellite base phone testing wo find one satellite phone line tsc not operational note thirteen phone line tsc not affect remain fully functional affected phone tsc maintenance manager line tsc maintenance manager line opperational tsc maintenance manager line consider backup line notified supervision ep initial troubleshooting unsuccessful tsc b
395103,CAQ,D,CAQ:D,toc exceeds limit two tank tank tank exceed toc specification transfer cst ppb ppb respectively approval transfer give provide space radwaste system vessel level control toc radwaste system trend rwcr determine best remove contaminant informed specialist discuss rwcr inform occ
396196,NCAQ,4,NCAQ:4,pmrq due not perform r calibration component prescribe equipment list maipd include gen end diff exp instrument remove mount r remount support outage work appear not calibrate pm wo generate satisfy pmrq due date however work not make r scope pm frequency last perform r grace late date however late datum passport show equate grace impact not perform pm activity r instrument appear approximate mil conservative bias condition may contribute allow gen end diff exp long short b alarm register long downpower perform june reference cr ar review outage scoping r confirm request scope engineer bundle opportunity wo lpc work since brg pedestal cover would remove
400183,NCAQ,3,NCAQ:3,mt door flooding barrier performance wo crd pa replacement barrier impairment prepare due mt door hatch impair open transport equipment crd pump room hourly flood tour designate compensatory measure hatch not normally open mode flood barrier apply compensatory measure need vet design engineering catch implementation delay opening hatch base design engineeringaos review calculation associate reactor building flooding determine hourly flood tour adequate however potential error trap analysis could determine robust compensatory measure need work perform outside refueling outage imperative right group engage planning work control process ensure previous work instruction permit make sense mode may generate base mode assumption cr generate cr assign ar opsproc despite requested action planning work control ensure repeat near miss would like cr assign work control cr update sop per bitner
390831,NCAQ,4,NCAQ:4,high memory usage netfw asacenter netfw asacenter find high memory usage require system reboot not reportable condidtion not impact operation generate cr wr notify sm
389783,CAQ,C,CAQ:C,dbai sa aed spc improvements part dba self assessment aed spc revision review response fermi stationaos ler station expose timing relay vulnerability inappropriately shed load design testing simulated loca signal diesel generator already run fermiaos latent design vulnerability address include circuit breaker open contact relay logic block loca signal review cgsaos protective relaying show although contact block not depict figure figure aed spc block contact depict ewd ewdeaa no operability concern recommend assigning ar dei severity level c make several identify improvement aed spc include upload aed spc color oppose revision grayscale ensure color code figure include figure figure easily understand ii remove auunverifiedau label figure verify part update iii update secondary undervoltage relay trip logic depict permissive trip figure auau upper right corner undervoltage time delay relay iv updating figures include circuit contact block statement similar figure properly depict circuit load sequencing logic
389749,CAQ,D,CAQ:D,wea fn broken belt wea fn broken belt please replace notified smgt write cr rw behind chiller
385658,NCAQ,3,NCAQ:3,oi enhancement oi att reference odcm function prm lcs basis revise jan rev include prm along previously note prm prm lcs function related equipment recommend revision oi reference lcs pam function prm
